metal,ligand,base,solvent,leaving_group,substrate_type,temperature,time,catalyst_loading,steric_hindrance,electronic_effect,yield,success
Pd,cataCXium,Cs2CO3,DMF,I,heteroaryl,60.84149573412863,9.75269749128514,3.376372734694378,0.6573735915817531,-0.8872440665059098,43.61150773180442,0
Ni,PPh3,NaOtBu,THF,Br,aryl,116.64267724126242,13.523520214190128,3.0046209761439844,0.14157249139281336,-0.6789937441351714,75.5908312208078,1
Pd,PCy3,KOH,Dioxane,I,vinyl,98.70421469645125,8.037454653600282,3.763765383260257,0.2102068270523454,-0.07915102167541432,67.49312205137912,1
Ni,BINAP,Cs2CO3,Dioxane,Br,heteroaryl,120.91634345145444,13.870104808696743,1.4901288187922412,0.27613688767412903,-0.43322776941483654,58.00816544964867,1
Cu,P(o-tol)3,KOH,THF,Cl,heteroaryl,116.09523731635306,17.80837088566618,6.0074221863868384,0.6281434757820805,-0.8119116409977891,53.98010420810373,1
Ru,SPhos,NaOtBu,Dioxane,Cl,heteroaryl,127.40872443565127,8.82019722053826,0.6452769836413406,0.7348674669691331,-0.9860393510877459,16.187511526918215,0
Fe,BINAP,KOH,Dioxane,Br,aryl,86.40289010962053,6.473494381768122,9.033454798611375,0.7462458519268622,-0.31911886771347975,31.146675338231745,0
Ni,JohnPhos,Et3N,Toluene,OTf,vinyl,75.95473076320542,20.76168763208239,7.621788842854562,0.5172742897664144,0.02317552453356142,41.09436675212142,0
Ni,JohnPhos,Et3N,Dioxane,Cl,heteroaryl,95.50979401611056,15.742279298401659,8.618432165511805,0.23232006017671536,-0.11195863948755203,51.26650994000589,1
Fe,dppf,K2CO3,Dioxane,I,vinyl,128.15633536360946,2.062543522444707,7.520799659574698,0.6150812003130208,0.9890242943726903,12.563177147116992,0
Pd,PPh3,NaOH,Dioxane,Br,heteroaryl,115.29753647178478,18.256485992716513,5.977532510303605,0.14476750274056183,0.6065785946290083,67.6028546875313,1
Pd,BINAP,Et3N,Dioxane,Br,aryl,69.16369462804032,7.322817204938547,1.99937571326683,0.6170512477877513,0.19756623795450712,39.46795262569338,0
Ni,PPh3,Cs2CO3,THF,OTf,aryl,76.12628765312334,14.931038783716366,1.244194101849079,0.12014243835559513,0.30867862592278095,52.32108507854216,1
Pd,cataCXium,DBU,Toluene,Br,vinyl,73.22752497747675,8.093491051160722,9.955165767121555,0.4168598201759839,0.003417060956229845,25.37271806472972,0
Cu,SPhos,K2CO3,DMF,I,aryl,115.77686531104156,10.830038542891835,4.122082317979856,0.9294911920442178,0.3688312716294344,68.9070414060945,1
Ni,RuPhos,Cs2CO3,Dioxane,Cl,heteroaryl,126.94013097339679,16.246214521093034,9.613946346045488,0.2722745102959424,0.8930316279017767,42.99831477271969,0
Pd,PPh3,NaOtBu,DMF,I,heteroaryl,116.44134864082355,16.478848372718673,3.6741330616601626,0.3761962719617392,-0.6882236736259033,59.87165992921092,1
Ni,JohnPhos,DBU,THF,Cl,vinyl,64.68461437663045,5.55473760091593,0.7853592243373829,0.6581561566243995,0.2677589363766415,18.468216078431603,0
Fe,SPhos,NaOtBu,THF,Br,heteroaryl,73.28066506221903,7.770262875368528,2.8133166515373467,0.14917209811066,-0.5112088471926468,54.50469479263678,1
Pd,SPhos,KOH,Dioxane,Cl,heteroaryl,92.71674004083371,15.054113656950845,8.728852228573766,0.8337176000659972,-0.14704032896736874,45.73669243978119,0
Fe,cataCXium,K3PO4,THF,OTf,aryl,67.51759509532148,14.82770926269129,8.56051935715856,0.9544490866568287,0.7211644520915585,35.80910186903402,0
Ru,XantPhos,NaOtBu,THF,OTf,heteroaryl,74.73030978252586,10.879752827244669,6.520452292682997,0.025731965203749763,0.978450425295968,58.967594496869665,1
Ru,dppf,NaOH,DMF,Br,heteroaryl,98.44662330615404,15.460755058001846,7.819350520440836,0.791683814889249,0.037406358245241744,43.70402239678102,0
Ru,cataCXium,NaOH,Toluene,OTf,aryl,72.58899247768657,2.6710611032249387,3.6821266243995345,0.26610408305406574,0.5775417976315083,16.935258379958476,0
Ni,PCy3,NaOtBu,Toluene,OTf,vinyl,61.036849340337376,2.644896066046256,2.5839051969345146,0.37398778502856167,0.2156916062337091,21.484109927283377,0
Pd,PCy3,NaOtBu,DMF,OTf,aryl,67.68227688969553,18.396228824699573,4.228262067660254,0.024100747079896623,0.8782661340294764,92.22930987440267,1
Pd,RuPhos,K3PO4,DMF,Cl,heteroaryl,112.5201085349405,15.930807926531461,9.422613911957669,0.09892348074633883,0.5971582570253193,34.566912542189556,0
Ni,XantPhos,DBU,Dioxane,OTf,heteroaryl,114.9773822512024,20.707352388390234,1.7710937109935652,0.45550854903192495,0.8941628998076914,79.36974100160948,1
Ru,cataCXium,KOH,THF,OTf,heteroaryl,124.56664072871871,11.68085372151009,8.455467283989204,0.49584372118855724,-0.7863766455084926,38.28837828569496,0
Ni,BINAP,Cs2CO3,Dioxane,Cl,aryl,124.79302088068815,13.326255194276474,5.070448871475424,0.9961040885935457,-0.23214002322304683,47.55240729590611,0
Ru,PPh3,KOH,THF,Br,heteroaryl,62.20204262654042,9.09456893332102,4.9327045382640735,0.5756368376241462,0.7760087343946152,36.59827794257038,0
Pd,BINAP,KOH,Dioxane,Cl,heteroaryl,109.82418936813275,6.968875181725105,2.281750528453713,0.8003185685992503,-0.1657406216542403,40.68363502992224,0
Cu,cataCXium,K2CO3,Dioxane,OTf,aryl,69.57840878978169,5.884698434429659,5.03484129748274,0.39558994087279953,-0.027655387742657966,34.55240920798493,0
Pd,XPhos,KOH,DMF,OTf,vinyl,91.61487190874163,15.228477017789357,3.027025683627796,0.7675092470968168,-0.8030795090412368,71.1370062600608,1
Pd,XPhos,K2CO3,THF,Cl,vinyl,113.63895694226211,14.83889226768828,5.90720285645547,0.47032362900372005,-0.5373065368245904,52.68733812608043,1
Cu,SPhos,Et3N,DMF,OTf,vinyl,71.93985498196851,11.357939169498692,9.624925436817762,0.09113225141929993,0.18796856762500558,23.444773578882828,0
Ni,JohnPhos,NaOtBu,THF,Cl,heteroaryl,119.91541026521045,16.348024990584243,2.594019526902429,0.7306785444849198,0.9567689289174464,58.709474537563786,1
Fe,RuPhos,Cs2CO3,Toluene,Br,heteroaryl,101.12030012190743,15.471698001257149,3.4068853325284243,0.15526681011120114,0.24689979061131395,76.36623834049708,1
Ru,XPhos,Et3N,THF,Br,heteroaryl,109.34264171340936,16.924064736411232,1.0337281059761634,0.7495361853520552,0.27620895960404823,42.25689475360217,0
Ru,dppf,KOH,Toluene,I,vinyl,98.58749783511368,21.930993500257866,3.509613302677944,0.7966426373390113,0.9839332142266106,73.43922447016611,1
Ru,SPhos,K3PO4,Dioxane,Cl,vinyl,79.06572029041956,15.067905132185922,7.651841964103891,0.274496443453197,0.741284074829929,45.12159567691064,0
Fe,PCy3,K3PO4,Dioxane,Cl,vinyl,109.27545527828667,3.6079159941175476,5.095214874549467,0.5189793531448064,0.8642792628316751,21.94693293859378,0
Ni,PCy3,K2CO3,THF,OTf,vinyl,74.76278831223676,3.7057316809215504,9.970730500672543,0.2696296279628052,-0.7178936697423921,17.814154958930914,0
Cu,tBu3P,Cs2CO3,DMF,Cl,heteroaryl,63.28715123257578,16.508042529954245,6.088975302523959,0.662806656559933,0.011334326548362084,45.022787921935816,0
Ru,XantPhos,K3PO4,DMF,Br,aryl,93.99539727527953,19.394490546655174,4.369923359994524,0.43522389477644285,0.6979840904758337,79.46411090949172,1
Cu,PPh3,NaOtBu,Dioxane,I,vinyl,123.65983647478856,10.135334845469158,8.090424841066785,0.03166561296263626,-0.5356615706267818,43.60628909662626,0
Ni,JohnPhos,Et3N,DMF,Br,aryl,72.17072612378112,7.701637752125173,2.172451059390281,0.20372456014113338,0.5379138813467088,39.67893533201467,0
Ru,XPhos,KOH,Toluene,Br,heteroaryl,99.98985803159951,10.39246370433445,7.108102956322945,0.1821645541805571,0.9371452964562925,51.39555911573876,1
Ni,JohnPhos,K3PO4,Toluene,I,aryl,101.39384433216762,19.557307713641002,2.8794340092468493,0.037871009361926,0.6143573113014453,100.0,1
Ni,PPh3,DBU,DMF,I,aryl,115.00831175359895,2.6159503420537904,1.1217037720880119,0.525744605118544,-0.7407619603101747,14.205364961708009,0
Pd,dppf,Cs2CO3,THF,Cl,vinyl,104.70640664471816,13.216848998190411,2.1581028166527068,0.17636979564979138,0.8795126506502604,76.14465222620727,1
Pd,P(o-tol)3,K3PO4,Toluene,Br,heteroaryl,91.46064651835215,22.35988782506891,0.8882254938562144,0.6549285066028165,-0.3723272026948381,37.08451790092363,0
Ru,tBu3P,KOH,Toluene,I,heteroaryl,70.38620687567648,13.418838853144845,9.363083576673095,0.5358801788913118,-0.7541203247352066,24.727801367628253,0
Cu,RuPhos,Cs2CO3,DMF,I,aryl,115.68364393064644,6.913898217899241,4.9689763166064225,0.020008565170631654,0.01533183860970233,69.3246078027055,1
Pd,XPhos,NaOH,THF,OTf,aryl,65.7646837949337,9.932455595088985,5.231545318672616,0.4310954213274415,-0.4391493707809222,57.4112779473567,1
Cu,PPh3,Et3N,DMF,Cl,aryl,115.28213084330847,20.438001861070074,5.037275359972366,0.23248375173285252,0.19940943537231792,62.31135615706261,1
Pd,BINAP,DBU,Toluene,I,heteroaryl,70.79860847076291,2.1214725248437976,3.6993645615555666,0.49097395499502994,0.41016078379064735,22.483174141002536,0
Fe,tBu3P,NaOtBu,THF,Br,heteroaryl,63.0364970352542,15.649488206524808,1.0336141869842315,0.5069122344733695,-0.23694058457850398,41.26630120299598,0
Ni,PPh3,NaOH,Toluene,I,heteroaryl,123.28909886774923,10.367003527353182,5.491031208673485,0.0032103896020267975,-0.3790440871076213,50.85107022275251,1
Pd,JohnPhos,K3PO4,THF,Br,aryl,127.42802404803489,13.2502040596922,4.957157917454596,0.9008417327848376,0.19227335521736877,51.95822223269148,1
Cu,JohnPhos,K2CO3,Dioxane,Cl,vinyl,72.97251973858249,8.620222883982503,3.80825084417724,0.18754229000500444,-0.9756770919873916,38.997340232302534,0
Pd,PCy3,NaOH,Toluene,I,heteroaryl,88.06395191557664,19.097017603022206,3.43345091201384,0.04903465209223723,-0.6385186112462418,84.5255968716096,1
Pd,JohnPhos,Cs2CO3,Dioxane,Br,heteroaryl,89.54742334435976,2.3730104727960315,6.399144838998103,0.8795774740343271,0.5391031431877953,20.057898337288847,0
Cu,SPhos,NaOtBu,THF,Cl,heteroaryl,108.25180752920552,11.673266239239288,8.97736652393128,0.717396483789627,0.267941610892404,27.176828379094207,0
Cu,tBu3P,NaOH,Toluene,I,vinyl,75.38271832025504,18.441546185757666,3.108855779428834,0.9815420751573521,0.08114013324181757,49.955214563284166,0
Ru,PCy3,K2CO3,DMF,Cl,vinyl,81.86437109205802,14.563161927456314,0.5886383711763568,0.7110638084011273,-0.030020515013951643,12.214977821276308,0
Fe,PPh3,DBU,DMF,OTf,aryl,116.90272260280602,9.651268800979494,8.216858076416163,0.4648810003714582,-0.7977154649095501,27.199862154660714,0
Pd,JohnPhos,K3PO4,Dioxane,I,heteroaryl,116.12725981282523,5.085404919568625,0.9423229080944191,0.09318497184579522,-0.41313439165080257,23.811762333079816,0
Pd,PPh3,KOH,Dioxane,OTf,vinyl,117.65029839190657,9.498084488099593,5.899230364097389,0.7775878933731363,0.4302463855387493,27.765313341279906,0
Ru,cataCXium,NaOtBu,Dioxane,OTf,vinyl,108.93529444227886,4.759135549980254,9.690814146814128,0.7789855019715402,-0.4036738956664523,23.559146404763133,0
Ni,cataCXium,Cs2CO3,Dioxane,Br,vinyl,127.45358273693036,7.58152226665363,1.2858883569401263,0.9151347577184327,-0.48270193077444956,22.55762142414899,0
Ni,XantPhos,DBU,DMF,Br,heteroaryl,60.159829278172815,5.8930300356825605,1.7020667766059536,0.9603420263469042,-0.8703043521359393,22.717789977976786,0
Cu,XantPhos,NaOH,Dioxane,I,vinyl,82.10263076973163,18.988157020969076,1.0821223784177252,0.6466857273622018,0.6459860624044236,33.48021566902554,0
Cu,P(o-tol)3,NaOtBu,THF,Cl,aryl,104.70368994969601,20.724368400852462,1.1388571941463796,0.10600373213329872,0.13121461485871388,45.235920931624605,0
Ru,JohnPhos,Cs2CO3,Dioxane,OTf,heteroaryl,126.10195806764251,14.315680436553754,5.4341527596761185,0.5049234168136502,0.6331293920626515,63.62283390886539,1
Pd,SPhos,Et3N,DMF,Br,vinyl,108.85933082946181,23.02823688433495,3.824957565061026,0.6275952334376038,0.023369107146584245,65.8031523008883,1
Fe,PPh3,NaOH,DMF,I,aryl,107.1003072177675,20.394493329751672,7.439573475296988,0.3197744631250937,-0.09839993555647908,46.34015469887406,0
Fe,JohnPhos,NaOH,DMF,OTf,vinyl,87.31954061873847,2.7648580597952463,4.627254875302176,0.2811401764491479,-0.8660452516178097,21.615824498349184,0
Pd,dppf,NaOtBu,Dioxane,Br,heteroaryl,111.21078983011844,22.500023901634503,9.756075621024808,0.9458113665581291,0.7587660154304867,37.630842685728815,0
Pd,P(o-tol)3,K2CO3,Dioxane,I,heteroaryl,122.52873307115507,16.52147690558092,8.680015576924918,0.09556037299543285,0.4587524966390877,40.55498985662527,0
Ni,PCy3,NaOH,DMF,I,vinyl,62.343553110087534,17.2864399841785,4.6312345094949645,0.4396728718781162,0.814556200132194,59.03274324661683,1
Ni,RuPhos,DBU,THF,OTf,aryl,92.72097493578559,2.378957202094373,5.660337374198193,0.6251852187612016,0.9624148374371233,33.706827287896104,0
Cu,XPhos,K2CO3,THF,OTf,heteroaryl,87.31161611327852,10.44013983826704,2.5763866127815396,0.0944373347923062,-0.4785841372875441,51.66218629484661,1
Pd,RuPhos,Et3N,DMF,OTf,aryl,119.06775014702436,22.165493320058737,8.290014644200863,0.5891145784558274,0.7215736090640248,46.446543391297794,0
Pd,PCy3,DBU,Dioxane,OTf,aryl,90.26482132569531,4.540769300910526,1.951851001925912,0.5683515950260208,-0.7946877085031261,31.92212790307508,0
Ni,BINAP,Cs2CO3,Dioxane,Cl,heteroaryl,125.00720844758571,2.538200544619597,6.49435621947092,0.8358423651515423,-0.37507831490164567,10.658047040529388,0
Fe,PCy3,Et3N,Toluene,I,aryl,98.65640661603479,7.044489744623947,8.400364422501607,0.7355063521523434,-0.4471424300264337,20.558562678360097,0
Fe,dppf,K2CO3,DMF,I,aryl,61.42233341986578,3.6709007754490153,4.02406481576477,0.3056656871801583,-0.6867152427819703,32.614040520586364,0
Fe,JohnPhos,NaOtBu,DMF,OTf,vinyl,77.54140249391403,12.166266494428749,6.587987152308252,0.6002499908656452,0.04239855882331667,62.05289998317369,1
Pd,tBu3P,K2CO3,Toluene,I,heteroaryl,70.69849860678555,9.980570450969243,7.281196874768069,0.031819291024910656,0.704355182923277,56.42367919499427,1
Pd,P(o-tol)3,Et3N,DMF,Br,aryl,85.64499804232442,21.124184604033843,2.2746842716463345,0.4465257426622369,-0.9116712227520467,71.77861432295447,1
Pd,XPhos,K3PO4,THF,Br,aryl,113.33084931033665,12.670184359851993,6.560215327658916,0.9648294501031478,-0.057368884959476896,51.019792996263206,1
Cu,P(o-tol)3,KOH,THF,Cl,vinyl,129.4693091318223,14.118985984782801,3.7704846397527265,0.24039006317770362,-0.9318072860966764,54.225962244707006,1
Ru,JohnPhos,Cs2CO3,DMF,OTf,aryl,60.30870937862172,8.97565069027984,8.455091279919655,0.5364452053515353,0.6150174669643056,34.89569799326931,0
Cu,XantPhos,K3PO4,Toluene,Br,heteroaryl,105.69566418369864,10.077501363510002,7.862388742628651,0.9039927936850224,-0.43537759568254697,33.318986576294236,0
Cu,JohnPhos,DBU,THF,Cl,heteroaryl,82.47133556028146,8.662087325839291,2.1326809876860526,0.8682009475248323,-0.1627757174208999,33.84160343270651,0
Ru,BINAP,KOH,THF,Br,heteroaryl,98.213329688377,23.85799324993333,5.86913102744311,0.0018693451295626051,0.8661598071808383,95.18749596486039,1
Fe,JohnPhos,DBU,Toluene,OTf,vinyl,125.01319037549733,22.062369710236418,5.374780980510902,0.2584951955351392,-0.7953159356560044,49.93141535164103,0
Ni,JohnPhos,KOH,THF,Br,heteroaryl,62.94476995819697,12.013682476844203,7.588798278410979,0.8916951159599875,0.17056809136617868,29.055132800110663,0
Fe,SPhos,KOH,Toluene,I,aryl,89.71683851986529,13.9606815142831,9.27662572573421,0.6319976049432336,0.28514925137317926,48.34648829744287,0
Ni,XantPhos,NaOH,Dioxane,Br,vinyl,127.16022153896874,9.956528627874176,3.3017983910098647,0.6012079656047576,-0.5577611508693932,39.43392440720656,0
Fe,PCy3,NaOtBu,Dioxane,Br,aryl,86.7922497807082,7.4000821248098845,3.643761924419146,0.49834596719136337,-0.5046821979417979,52.702149270631324,1
Fe,dppf,K3PO4,Dioxane,OTf,vinyl,66.82046141710836,2.0039608576471815,6.168829097624145,0.21136374645364886,-0.9748350597969218,17.428787411847672,0
Ni,JohnPhos,NaOH,Dioxane,Br,aryl,102.16334246700319,16.57834974694677,3.3660801228279316,0.07853855535019139,-0.26847804494912,88.99375484886832,1
Fe,PCy3,NaOH,Toluene,OTf,vinyl,129.69075854688273,11.769398129573197,5.737079636647678,0.5025280623108378,0.6063723162720644,40.76699877994412,0
Fe,XantPhos,Cs2CO3,Dioxane,I,aryl,99.50401781982198,3.5500552061692976,7.43891309880908,0.6860403655129582,0.28014384897430955,18.481366454587235,0
Fe,BINAP,Cs2CO3,Dioxane,I,heteroaryl,70.2745524727112,4.075778040419654,1.5682368423080095,0.9500234196775885,0.9035025103556718,22.186007145837696,0
Cu,JohnPhos,KOH,DMF,Cl,heteroaryl,84.92513266606966,6.023149575161967,2.5001355898355735,0.5145078780784053,0.1935458876729481,34.95083133459361,0
Ru,BINAP,NaOH,THF,I,vinyl,91.10302651650579,5.72185860088703,9.571172783681419,0.2662755399264667,0.5968565312681211,23.726778637507756,0
Fe,XPhos,Et3N,DMF,OTf,heteroaryl,118.13971389915113,6.345383097214105,4.053905986121559,0.6935895904018845,0.8907297829622536,28.709443495866864,0
Ni,JohnPhos,Et3N,Toluene,I,vinyl,99.76644447298241,20.071671895802496,0.867996642542294,0.4958431032876197,-0.20775424001016374,31.82526090224085,0
Fe,SPhos,K2CO3,Toluene,Cl,aryl,102.37485360365807,7.426437286284955,6.3030171357306015,0.8961666894849317,0.1137535998851047,24.2230931750555,0
Ru,tBu3P,Cs2CO3,Toluene,Cl,aryl,120.1930623268213,23.86419558903523,8.346008977190955,0.558118178098072,-0.8052679184502334,43.868510693921195,0
Pd,RuPhos,NaOH,Dioxane,OTf,vinyl,126.02640542866497,7.597707892936049,7.112074204247082,0.20348973741373644,-0.21410583926364302,41.36492687011078,0
Fe,BINAP,NaOtBu,Toluene,Cl,heteroaryl,84.170392796034,19.403325730462736,3.350257845131144,0.8146954644136001,0.1358443572875141,65.19050667588932,1
Pd,XPhos,DBU,DMF,I,aryl,95.3585520636557,15.239691044064163,8.2801247779644,0.8856427496513948,0.24803604231097975,45.45444618875603,0
Fe,RuPhos,DBU,Dioxane,Br,aryl,120.90993589866204,16.82975537389956,0.9183325932422403,0.9680066562066106,0.8360370811393574,32.39987661865922,0
Cu,dppf,Et3N,DMF,Cl,heteroaryl,119.7134298430684,16.260747553331267,3.801975812116838,0.9769825678958872,0.9900641692817584,58.36181914630729,1
Ni,tBu3P,K2CO3,Dioxane,Br,heteroaryl,86.44559294371672,8.945483566789157,9.21623191657952,0.8266186705104431,0.15869474570244146,33.5870897131684,0
Fe,P(o-tol)3,Cs2CO3,DMF,I,aryl,118.38642574144102,19.498045953559007,2.5078973031597127,0.18385527640330301,0.43546344256973213,77.97609915934024,1
Cu,JohnPhos,K3PO4,Dioxane,Cl,aryl,84.20200442319715,19.90183523462616,7.951584826224071,0.7229266380726856,0.3388725860030857,37.465877736689755,0
Fe,PCy3,NaOH,Dioxane,Br,vinyl,118.54409155852136,10.292804442168737,1.2331044895017058,0.6237589129084562,0.5328605078467901,22.214749641688996,0
Ni,JohnPhos,Cs2CO3,DMF,OTf,vinyl,68.50348102442322,5.721285262727739,5.03862463096042,0.9452999044485374,-0.34090464370915274,34.23806164558546,0
Pd,XantPhos,K2CO3,DMF,Br,heteroaryl,72.93807365571696,17.29021757461249,9.664597584702893,0.11950599220227809,-0.20163601962537103,49.954500180002306,0
Fe,P(o-tol)3,K2CO3,THF,I,vinyl,69.4531169700924,6.570746800970031,9.311544886113973,0.9221709828501851,0.44776764988668805,29.753322439082254,0
Pd,RuPhos,K2CO3,Dioxane,I,heteroaryl,62.078364989293966,7.636857515912455,8.047278525829267,0.9387004436893844,0.7521756498363332,22.14642789984235,0
Cu,XantPhos,Et3N,THF,Br,vinyl,128.75369865291063,12.640421345062487,4.254333499398923,0.24718547597045382,0.9671440035440391,66.04388289271336,1
Cu,JohnPhos,K3PO4,Dioxane,OTf,heteroaryl,61.6131922725831,14.959560428167265,1.6596747835469063,0.21380485889542178,0.43423564122527636,51.11588585839654,1
Cu,dppf,NaOH,Dioxane,Br,aryl,78.96847497710935,15.669464819513223,7.528686922957191,0.7396596851955771,-0.03551317625833916,43.48895758863729,0
Fe,XantPhos,K2CO3,Dioxane,I,aryl,78.28590868385147,23.945612319910385,7.7947429941478195,0.8220441894356647,-0.9472707272923966,50.28842938150069,1
Ni,cataCXium,K3PO4,THF,Br,aryl,89.79588046450881,6.051664767833353,2.182183104021809,0.10907695168933951,0.18852022083247433,59.683371617830744,1
Fe,P(o-tol)3,Et3N,Toluene,OTf,vinyl,86.66018448048456,18.041056893295444,4.094951843792307,0.005833202985848995,-0.327394135248692,72.26363179889834,1
Ru,XPhos,DBU,Dioxane,Br,vinyl,128.60086629259956,12.83979382512329,7.564612624028281,0.700546558898205,-0.018881250371277636,44.17521412898384,0
Fe,PCy3,KOH,THF,I,vinyl,82.95137659274869,5.3049263740528625,9.108807336296959,0.17583267008492487,-0.21143457197686777,20.151971930728156,0
Ni,XPhos,NaOH,Toluene,OTf,vinyl,91.56275994302828,11.556866938004685,1.8877764676783122,0.42037280908728203,-0.43438596827009635,57.20977378737732,1
Pd,SPhos,NaOtBu,Toluene,Br,vinyl,109.95199946833498,15.53298520567286,7.578038757585172,0.7878984192399298,0.3218717127865218,46.58587533195342,0
Pd,dppf,Cs2CO3,THF,Br,aryl,123.94960573906113,9.911140624342101,7.40214758801386,0.8480103167764178,-0.12725914697133023,31.258738520010944,0
Ni,dppf,K2CO3,Dioxane,OTf,aryl,100.12238963708472,12.7584695977087,2.93075208547177,0.4749514658749855,0.2824585517288216,72.5415998804625,1
Ni,SPhos,Et3N,Dioxane,Br,vinyl,97.74292112508226,13.059507399936829,5.0192459156745635,0.4606399154671841,-0.7783488674169605,63.83995018752819,1
Ru,BINAP,NaOH,DMF,I,vinyl,117.29957797186825,9.196402764596538,3.3987244710022644,0.844032349752508,0.24784780333158207,51.26537984293228,1
Ru,PPh3,K3PO4,Dioxane,OTf,aryl,123.1855489275186,7.289824863039523,8.281217268407321,0.6599988663245172,0.046013884846667796,28.401409187116,0
Fe,dppf,Et3N,THF,I,aryl,107.57706590706046,21.699622481006934,4.505281766504642,0.5604120350782592,-0.5432299265462759,54.590650641550084,1
Pd,RuPhos,Cs2CO3,THF,OTf,aryl,64.04706401326686,13.001669810918127,9.913128424346048,0.30787026186594146,-0.014083799020715437,28.688653087073504,0
Ru,dppf,K3PO4,Toluene,Cl,vinyl,79.91074871191694,22.22025942811818,1.7067239406228019,0.432030791312185,0.533967256444257,53.588780688074834,1
Fe,PPh3,Et3N,THF,Br,vinyl,68.34444314778978,20.82239024986111,0.8049275846082433,0.9643945883392814,-0.16361757642890318,25.770202298957827,0
Fe,tBu3P,DBU,Dioxane,OTf,heteroaryl,89.72695422377288,13.401608066299705,2.1786120843131163,0.061424244526942284,-0.26444773469630656,71.05921172929128,1
Pd,BINAP,Et3N,Toluene,Cl,aryl,64.05004008174161,11.34144173120842,9.433050487258875,0.6752235499919363,0.31890572248891336,28.342705484662744,0
Cu,XPhos,DBU,Dioxane,Br,vinyl,74.19592864305547,14.842893738957384,7.694974345942641,0.25582870454703954,0.05544160273890597,33.31584890643208,0
Cu,JohnPhos,KOH,THF,I,vinyl,123.88073722708484,11.804690080932716,1.7993915801077756,0.7279073033206487,-0.48859773974355947,53.43579995910255,1
Cu,XantPhos,Cs2CO3,Dioxane,I,heteroaryl,122.43083424151607,22.256317164135066,7.464172348362589,0.4665494085741776,-0.4902074588733776,58.31561580560492,1
Pd,SPhos,NaOtBu,THF,I,aryl,63.91841480186816,13.314714549841876,4.379774610360704,0.5274848412856187,0.7204532661830956,63.93282268960256,1
Fe,P(o-tol)3,Cs2CO3,DMF,Cl,heteroaryl,93.81493604626843,22.883149369528077,9.471462810199531,0.9136080466852671,0.7734841470901879,37.091356855311226,0
Pd,cataCXium,NaOH,Toluene,I,aryl,91.96618616298827,19.011566818777656,2.4777653452293973,0.5997992454427936,0.06599656378332086,88.9622899926853,1
Ru,PCy3,NaOH,Dioxane,Br,vinyl,65.14292045429464,14.768113057585303,9.355602431844895,0.10790191948157735,-0.8113294821740422,32.64535655103276,0
Fe,BINAP,NaOtBu,DMF,Br,vinyl,129.0246660837934,21.55924117300723,6.941691424836261,0.2616746261031505,-0.47618367569906095,52.749586411820516,1
Ru,SPhos,NaOH,DMF,OTf,vinyl,99.29026433289381,17.98112309873344,3.3164840314899666,0.6885341486961611,0.13752632769026452,79.0880018908902,1
Cu,P(o-tol)3,KOH,Toluene,OTf,aryl,98.57798518312552,7.40328481273135,6.848616936253301,0.8847643940374242,-0.3799720135893381,25.162475782582476,0
Cu,JohnPhos,DBU,Dioxane,Cl,aryl,67.92834358881376,21.22674177103988,5.570357604066743,0.5941012950852975,0.6844109367218478,55.94182578080009,1
Cu,RuPhos,NaOtBu,THF,OTf,aryl,88.32761150498146,2.7068644142440537,6.683964714605397,0.3914012945727988,-0.9615819967228796,13.580402629964757,0
Fe,XantPhos,DBU,Toluene,Cl,heteroaryl,116.54039225247419,19.499085576182676,7.103287078851508,0.5418123146048,0.10126058855060238,37.08420850163465,0
Fe,BINAP,K2CO3,DMF,Br,heteroaryl,112.89134066097522,8.01241328404382,0.5579634063095233,0.7994473912029747,-0.15182058079786875,3.5187154897392494,0
Cu,XPhos,DBU,THF,Cl,aryl,128.04364062572984,11.041137224216394,3.5050160057300657,0.525196479885928,-0.8700268159040432,60.2642015490848,1
Cu,BINAP,Cs2CO3,Dioxane,Br,heteroaryl,71.32141006149385,9.940995782252548,5.946946726443488,0.4169058579390751,0.19359467682115983,49.21418915889505,0
Cu,XantPhos,Cs2CO3,Toluene,I,vinyl,77.32362281587743,13.95718146391454,1.3585389594754094,0.46451100513652477,-0.6447220132453835,39.174575792052515,0
Pd,RuPhos,NaOtBu,Dioxane,OTf,heteroaryl,112.07905009301643,11.129405482677042,1.6273759648278816,0.2806916200239463,0.01071155306027638,46.64834980887343,0
Fe,SPhos,DBU,THF,OTf,aryl,78.68920908619646,3.654962958904708,4.491340946025161,0.6181745200956678,0.5775898876212422,41.279635912059184,0
Ni,PPh3,DBU,Dioxane,I,aryl,94.51957379120802,13.470240658853095,8.143067550589976,0.26635851558884704,-0.861255360121066,47.74234677655328,0
Cu,BINAP,DBU,Dioxane,OTf,vinyl,129.43760770475393,18.816459811924144,8.029640856024344,0.20832099757360456,-0.6155491153200021,60.27462078983938,1
Fe,SPhos,Cs2CO3,DMF,OTf,vinyl,80.03315797351864,21.502545712710486,0.9221837733456626,0.2745903564646913,-0.6397173518284667,46.34330768723243,0
Fe,cataCXium,KOH,Toluene,OTf,aryl,122.75900493682826,3.492578704127072,1.4434540886150395,0.24504728113840601,0.9056783793130043,23.70079022798145,0
Ru,BINAP,NaOtBu,Dioxane,I,aryl,111.94204867312766,15.581776595877928,7.002851774357472,0.7080915404854503,0.372288448073965,59.26007016059516,1
